Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
"Coronavirus test accuracy questioned after Ohio patient's case. This woman is exactly like me. I have to find her! According to Taiwan doctors you can have 4 negatives before a positive. Same company, LabCorp doing the tests. I’m guessing it’s Roche’s... HTTPURL",INFORMATIVE,0.7220231273103765,0.27797687268962346,1,"{'testing_quarantine': ['test', 'tests']}",5,MEDIUM,2
"Africa has only 23 death record of coronavirus cases. How then do you leave Italy, Spain, China &amp; US with highest number of cases only to test vaccines in Africa. This is callous &amp; irrational. This is basically racism. #AfricansAreNotGuineaPigs #AfricansAreNotLabRats HTTPURL",INFORMATIVE,0.5472290917512728,0.4527709082487272,6,"{'case_growth': ['cases'], 'death_severity': ['death'], 'testing_quarantine': ['test']}",9,MEDIUM,2
"A1: As of April 2, 174 people in Alberta have recovered from COVID-19. Alberta is testing for COVID-19 and the total completed tests (as of April ) is 57,096. #SGGCOVID19 #COVID19Ghana",INFORMATIVE,0.6769513987726203,0.3230486012273797,1,"{'testing_quarantine': ['tests', 'testing']}",5,MEDIUM,2
"""According to NBC News, there are at least two other NBC News employees who have tested positive for the coronavirus. Most staffers across the network are now working from home. """,INFORMATIVE,0.8852846198397445,0.11471538016025554,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
"With a sample now of nearly 4 000 hospitalised cases of coronavirus infection, clear evidence of a dramatic gap in DEATH rate between NHS Scotland [18 per 1000] NHS England [54 per 1 000]. On average, patients in one NHS are 3 TIMES more likely to die than in the other.",INFORMATIVE,0.6043025224664713,0.39569747753352863,6,"{'case_growth': ['cases'], 'death_severity': ['death'], 'symptoms_infection': ['infection']}",10,MEDIUM,2
"16 deaths related to #COVID19, 585 cases in Louisiana. 352 in Orleans Parish. 116 in Jefferson Parish. @USER HTTPURL",INFORMATIVE,0.6298704852705355,0.37012951472946454,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",9,MEDIUM,2
"Baptist Health Lexington has used blood plasma from a recovered covid-19 patient ""as a potential treatment for two critically ill covid-19 patients,"" the hospital announced. HTTPURL",INFORMATIVE,0.7215970511518486,0.2784029488481515,3,{'medical_system': ['hospital']},7,MEDIUM,2
"PM TRUDEAU #COVID19 PM says they have received a historic number of calls to Service Canada. 500,000 applications compared to 27,000 last week. #Canada",UNINFORMATIVE,0.43803633242429474,0.5619636675757053,0,{},0,LOW,1
70 of 92 coronavirus cases in Massachusetts linked to Biogen employees after biotech firm’s Boston meeting HTTPURL HTTPURL,INFORMATIVE,0.6113105143863072,0.38868948561369276,2,{'case_growth': ['cases']},6,MEDIUM,2
"Look! 22 DRSTMH personnel tested negative for COVID-19! Thank You, Lord! ❤❤ HTTPURL",INFORMATIVE,0.6945960831224767,0.3054039168775233,1,{'testing_quarantine': ['tested']},5,MEDIUM,2
Coronavirus in Memphis: Shelby County case count climbs to 42. HTTPURL via @USER,INFORMATIVE,0.6369921491089432,0.36300785089105675,0,{},4,LOW,1
"My son's school district calls to say ""we have no confirmed case of coronavirus anywhere in our district,"" but doesn't add that there's been almost no testing done in the district either. Meanwhile, the final scene from Lars von Trier's Melancholia plays on repeat in my mind.",INFORMATIVE,0.7362693761169256,0.26373062388307444,3,"{'case_growth': ['confirmed'], 'testing_quarantine': ['testing']}",7,MEDIUM,2
Man in his 70s is Michigan’s 7th COVID-19 related death HTTPURL,INFORMATIVE,0.7487482510871881,0.2512517489128118,3,{'death_severity': ['death']},7,MEDIUM,2
"#SouthAfrica's health minister says #coronavirus cases rise to 202: FILE PHOTO: South African Health Minister Dr Zweli Mkhize confirms the first case of #Coronavirus in #SouthAfrica at Parliament in Cape Town, South Africa, March 5, 2020. Reuters/ Sumaya… HTTPURL",INFORMATIVE,0.8384535864034455,0.16154641359655456,2,"{'case_growth': ['cases', 'rise']}",7,MEDIUM,2
Economic indicators for #Belarus🇧🇾: 📉 GDP -0.6% (Jan-Feb) 💶 BYR -14% against euro 🛢 Petrol price +3.5% since Jan ‘20 🍽 Food price +1.8% since Dec ‘19 📊 Exports -13.8% year-on-year Tough times ahead when combined with #Coronavirus socio-economic impact.,UNINFORMATIVE,0.26734179277925585,0.7326582072207442,0,{},0,LOW,1
Railways Minister Sheikh Rashid Ahmed has said that 34 trains will stop running until the 15th of Ramazan as the number of people travelling has reduced amid an outbreak of #Coronavirus in the country. HTTPURL HTTPURL,UNINFORMATIVE,0.24561465463478827,0.7543853453652117,1,{'symptoms_infection': ['outbreak']},1,LOW,1
"Zim has reported 1 case, South Africa has hundreds. “South Africa plans to install a 40-kilometer fence on its land border crossing with Zimbabwe to prevent undocumented migrants and people infected with the coronavirus from entering, as part of emergency measures”#Covid_19",INFORMATIVE,0.6744218205134872,0.3255781794865128,2,"{'symptoms_infection': ['infected'], 'public_response': ['emergency']}",6,MEDIUM,2
"#Coronavirus: Singapore blocks gatherings of 250 people, urging public to work and eat at home HTTPURL",UNINFORMATIVE,0.37228907136759204,0.627710928632408,0,{},0,LOW,1
Minister of Health Lizzie Nkosi is confirming the three CoVID-19 positive cases on Eswatini TV.,INFORMATIVE,0.8405920359415227,0.15940796405847735,2,"{'case_growth': ['positive cases', 'cases']}",7,MEDIUM,2
Can anyone explain why #COVIDー19 deaths and new cases are peaking at the same time in #italy? I thought deaths would lag behind cases by 1-2 weeks. Graphs from HTTPURL HTTPURL,UNINFORMATIVE,0.4690781728729395,0.5309218271270605,5,"{'case_growth': ['new cases', 'cases'], 'death_severity': ['deaths']}",3,LOW,1
"@USER Almost 800 people died today in Italy from #Covid_19 and we have a mix of fools, idiots, imbeciles, selfish gits and stubborn clampets out socialising tonight.",INFORMATIVE,0.7918526384549709,0.20814736154502908,0,{},4,LOW,1
"@USER @USER If rates of #coronavirusuk deaths doubling every 2 days &amp; tonight is the last party night b4 pubs shut/isolation begins, my maths make it around 27,600 dead IN TWO WEEKS TIME. Get us NHS staff #PPE now. #Covid_19 HTTPURL",UNINFORMATIVE,0.288736342520298,0.711263657479702,4,"{'death_severity': ['deaths', 'dead'], 'testing_quarantine': ['isolation']}",3,LOW,1
Karachi:200 Ration Bags dispatched for Soldier Bazar area by PTI Karachi region. Total number of bags delivered till today is 12687. Alhumdullillah @USER #PakistanFightsCorona🇵🇰 #COVID19 #InsafTv #PTI HTTPURL,UNINFORMATIVE,0.25656902694025674,0.7434309730597433,0,{},0,LOW,1
"MAR 21 #Covid_19 #MDTHREAD 7: #Italy passes #China as most Deadly.. 53, 578 Confirmed cases.. 4,825 Deaths. WE have passed #Spain for most cases. And have just begun #Testing! HTTPURL",INFORMATIVE,0.7953104132195868,0.20468958678041313,6,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['deaths'], 'testing_quarantine': ['testing']}",10,MEDIUM,2
"#Coronavirus cases in Punjab spike to 33 — 6,000 prisoners to get 6 week-parole - by @USER HTTPURL",UNINFORMATIVE,0.4090391682298169,0.5909608317701831,2,"{'case_growth': ['cases', 'spike']}",2,LOW,1
Tally of coronavirus patients drop to 3 in Chhattisgarh after three more patients discharge from AIIMS HTTPURL,INFORMATIVE,0.5507741182019703,0.4492258817980297,0,{},3,LOW,1
Premier Ford (@USER couldn't bring itself to put his name in the headline) to release 'really stark' projections Friday as Ontario confirms 401 new COVID-19 cases. Time for Trudeau to stop hiding national numbers. HTTPURL,UNINFORMATIVE,0.35054915472363324,0.6494508452763668,2,{'case_growth': ['cases']},2,LOW,1
"More than 90% patients recover from coronavirus illness: DAK “More than 90 percent patients who are diagnosed with the viral infection return to a normal state of health,” said DAK President Dr Nisar ul Hassan.",UNINFORMATIVE,0.4943975119551698,0.5056024880448302,1,{'symptoms_infection': ['infection']},1,LOW,1
"Covid-19 Malaysia: 428 cases. How many virus carriers are roaming in the nation? At first, preventive measures were taken. Then, something has gone wrong. A national lockdown?",UNINFORMATIVE,0.47631160819738005,0.52368839180262,3,"{'case_growth': ['cases'], 'public_response': ['lockdown']}",3,LOW,1
#Breaking Israel sees first death in coronavirus pandemic: An 88-year-old man who had pre-existing health problems passed away in Jerusalem after being infected with the virus. HTTPURL #COVID_19 #CoronaVirusUpdate #COVID19 #CoronavirusOutbreak,INFORMATIVE,0.8689336083216748,0.13106639167832526,4,"{'death_severity': ['death'], 'symptoms_infection': ['infected']}",9,HIGH,3
"You are right LeAnn from Facebook, honey with kombucha is the cure for Coronavirus it is a shame no doctor has tried having the patients gargle with salt water to reduce the death rate to 0",UNINFORMATIVE,0.1832282702643161,0.8167717297356839,3,{'death_severity': ['death']},3,LOW,1
@USER @USER @USER Bullshit. Obama declared a national medical emergency when there were less than 2 dozen cases in the US. Mortality rate was kept FAR LOWER than initial expectations. Coronavirus far more deadly...check Trump's Mar-A-Lago visits in January when all hell breaking loose.,UNINFORMATIVE,0.39978804121444933,0.6002119587855507,3,"{'case_growth': ['cases'], 'public_response': ['emergency']}",3,LOW,1
"Finance Minister Kahlon, Office Director Babad test negative for COVID-19 HTTPURL HTTPURL",INFORMATIVE,0.5137713893733025,0.4862286106266975,1,{'testing_quarantine': ['test']},4,LOW,1
#BREAKING: A second person has tested positive for COVID-19 in Erie County. The person has been quarantined at home since then. Went to AHN test site in Millcreek that just opened. Person is believed to have traveled in the US and taken a cruise.,INFORMATIVE,0.9672414490575708,0.03275855094242918,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['test', 'tested']}",8,MEDIUM,2
Sen. Fuller Clark’s Husband Tests Positive for COVID-19 HTTPURL via @USER,INFORMATIVE,0.6166422864467899,0.38335771355321013,1,{'testing_quarantine': ['tests']},5,MEDIUM,2
"Penn Badgley's tweet on Covid 19 is his self-reflection, not potraying Joe Goldberg. Why do some people think he is not serious telling us about the dangerous side of the virus especially speaking of truth? smh",UNINFORMATIVE,0.2477910152819609,0.7522089847180391,0,{},0,LOW,1
"#UPDATE: #Turkey announced the death of 12 more patients, bringing the toll from the novel #Coronavirus to 21. Health Minister Fahrettin Koca said on Twitter the number of infections has risen to 947, with 277 new cases of COVID-19 detected Saturday HTTPURL HTTPURL",INFORMATIVE,0.92702346525685,0.07297653474315005,5,"{'case_growth': ['new cases', 'cases'], 'death_severity': ['death']}",10,HIGH,3
"H.E Kagame remains positive that Rwandans have overcome many extraordinary challenges together and this #COVID19 too will be overcome ""What we do today,will determie how quickly we can defeat this pandemic so that we can continue with our normal lives"" HTTPURL HTTPURL",UNINFORMATIVE,0.09422974731683587,0.9057702526831641,0,{},0,LOW,1
"As #coronavirus tops 100,000 cases worldwide, Iraq and Kurdistan suspend training by US-led coalition HTTPURL",UNINFORMATIVE,0.49827792168980856,0.5017220783101914,2,{'case_growth': ['cases']},2,LOW,1
82% of Kenya's reported cases of Covid_19 have been in respect of residents of Nairobi Metropolitan Area ~ Uhuru Kenyatta #Covid_19 #LockDownKenya HTTPURL,INFORMATIVE,0.6605234444459501,0.3394765555540499,2,{'case_growth': ['cases']},6,MEDIUM,2
Round up on coronavirus news from Maine. Total cases up to 70 today.,INFORMATIVE,0.7840754361434134,0.21592456385658662,2,{'case_growth': ['cases']},6,MEDIUM,2
"#Covid19 #Belgium update: 30 more deaths and 558 newly confirmed cases in the last 24 hours. Things are, as predicted, getting (much) worse, and will continue to, before they get better. 55 deaths in total here. #Belgique #CoronaCrisis @USER @USER @USER @USER",INFORMATIVE,0.7702584901914346,0.22974150980856545,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['deaths']}",9,MEDIUM,2
"@USER @USER @USER As of 6:00 p.m., March 20, 2020, COVID Stats across Canada's 10 Provinces &amp; 3 territories: 971 Confirmed cases. 33 Probable cases. 12 Deaths (8 in BC, all at the same nursing home)",INFORMATIVE,0.7567997598877796,0.24320024011222036,5,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'death_severity': ['deaths']}",9,MEDIUM,2
Comhbrón lena muintir agus a chairde. What a magic writer! His books &amp; maps a firm favourite of mine. Acclaimed Connemara writer Tim Robinson dies at 85 from coronavirus HTTPURL,UNINFORMATIVE,0.4360761333418802,0.5639238666581198,0,{},0,LOW,1
"E-Conference: The Epidemiology and Economics of Coronavirus 🇧🇷The combined health, economic &amp; institutional crisis in Brazil, make #Coronavirus crisis a potential national disaster. Only 11% cases are reported, says Nísia Trindade @USER 🔴Live here: HTTPURL HTTPURL",UNINFORMATIVE,0.19676143615955277,0.8032385638404472,2,{'case_growth': ['cases']},2,LOW,1
"Despite a nationwide shutdown in Italy, cross-border workers are still welcome in Switzerland. CNNMoney Switzerland reports from Chiasso as the number of cases of the virus continues to grow. HTTPURL #coronavirus",INFORMATIVE,0.5676216028299682,0.4323783971700318,3,"{'case_growth': ['cases'], 'public_response': ['shutdown']}",6,MEDIUM,2
"Death toll in Italy from coronavirus jumps around 800 in a 24 hour period. Death toll in Italy from coronavirus now closing in on 5,000 deaths.",INFORMATIVE,0.9859576751904883,0.014042324809511727,3,"{'death_severity': ['death', 'deaths']}",8,MEDIUM,2
"793 death in italy today!😓💔 This ""Coronavirus"" is Cruel!",INFORMATIVE,0.772089431245396,0.22791056875460405,3,{'death_severity': ['death']},7,MEDIUM,2
the coronavirus wouldn’t exist if we just believed in garnett amethyst and pearl and steven,UNINFORMATIVE,0.23532501546906381,0.7646749845309362,0,{},0,LOW,1
"I reeeeeally wanna go to FurtheMore, but I have a few reasons to stay home: - Meds that could worsen coronavirus - 3 cases in Maryland - I literally just went to TFF - The con is at a new hotel that's further away - I don't wanna get sick - Need to set up home to work remotely",UNINFORMATIVE,0.2171190773868027,0.7828809226131973,2,{'case_growth': ['cases']},2,LOW,1
Hi Uj! Someone steal your plan see. You aren't only one who's having #WeekendGateaway in 2nd bedroom😝 #lifeinquarantine #lockdown #Isolation #Covid19 @USER #coronavirusindia,UNINFORMATIVE,0.1951849917008024,0.8048150082991976,2,"{'testing_quarantine': ['isolation'], 'public_response': ['lockdown']}",2,LOW,1
